1602294222.403114,24.02929599999997,10.508367999999988,10.97768319999999,0.3910719999999994,20.749864896000016,19.656889568000015,18.561930688000032,18.604244832000003
1602294312.9193716,23.931327999999993,10.508367999999988,11.017623999999998,0.38102399999999825,20.509203712000026,19.41622838400002,19.043253056000015,19.205897792000027
1602294403.7992237,23.73539199999997,10.429239999999991,10.97768319999999,0.3307839999999995,20.87019548800001,19.897550752000004,19.043253056000015,19.32622838400002
1602294494.3494923,23.73539199999997,10.350111999999996,10.777979199999997,0.31571199999999955,20.99052608000001,20.37887312000003,22.65317081600002,19.085567200000032
1602294586.940323,23.73539199999997,10.468803999999997,10.937742399999985,0.3006399999999996,20.509203712000026,20.017881344000045,20.366889568000012,19.085567200000032
1602294677.6190498,23.637423999999992,10.468803999999997,10.937742399999985,0.3006399999999996,20.268542528000033,19.77722016000001,19.28391424000001,19.566889568000015
1602294768.3396535,23.637423999999992,10.429239999999991,10.97768319999999,0.295615999999999,20.14821193600004,19.536558976000016,19.16358364800001,19.32622838400002
1602294858.9023826,23.44148799999997,10.429239999999991,10.857860799999992,0.2905919999999984,20.14821193600004,19.536558976000016,19.16358364800001,19.085567200000032
1602294949.6365345,23.53945599999998,10.429239999999991,10.897801599999996,0.2905919999999984,20.509203712000026,20.017881344000045,20.84821193600004,19.566889568000015
1602295040.1922317,25.008975999999976,10.270983999999988,10.817919999999988,0.2303039999999985,20.99052608000001,24.349782656000027,23.134493184000007,23.41746851200001
1602295131.0901198,25.008975999999976,10.389675999999985,10.897801599999996,0.21020799999999973,21.592179040000033,26.75639449600003,32.76094054400002,28.47135337600001
1602295222.9192934,24.81303999999999,10.429239999999991,10.897801599999996,0.21020799999999973,23.397137920000013,27.237716864000014,28.669700416000033,30.51697344000003
1602295313.6838572,24.911007999999967,10.389675999999985,10.937742399999985,0.19513599999999975,23.397137920000013,31.449287584000047,39.86044547200004,34.60821356800002
1602295404.4072812,24.81303999999999,10.429239999999991,10.857860799999992,0.1850879999999986,24.720774432000013,33.494907648000016,42.868710272000015,37.496147776
1602295495.0752833,24.81303999999999,10.389675999999985,10.857860799999992,0.20015999999999856,25.563088576000027,35.66085830400003,45.515983296000016,39.66209843200002
